year,title,papers,paper_data
2020,Mem2Mem: Learning to Summarize Long Texts with Memory-to-Memory Transfer,['https://www.semanticscholar.org/paper/Mem2Mem%3A-Learning-to-Summarize-Long-Texts-with-Park-Pilault/f63e7176ed0e076bd0c0392a884d3cba235061cf'],[{'Citations': 0}]
2020,Improving Neural Abstractive Summarization Using Transfer Learning and Factuality-Based Evaluation: Towards Automating Science Journalism,['https://www.semanticscholar.org/paper/Improving-Neural-Abstractive-Summarization-Using-Dangovski-Shen/d67a34c830cc17412019c8210427e24860d0246c'],[{'Citations': 0}]
2020,Higher-order Weighted Graph Convolutional Networks,['https://www.semanticscholar.org/paper/Higher-order-Weighted-Graph-Convolutional-Networks-Liu-Chen/4e69df001bf9d308c3c5d3300d3b0a4b7fd17d23'],[{'Citations': 1}]
2020,Distilling Neural Networks for Faster and Greener Dependency Parsing,['https://www.semanticscholar.org/paper/Distilling-Neural-Networks-for-Faster-and-Greener-Anderson-G%C3%B3mez-Rodr%C3%ADguez/fa1612f55fc5b4d903b38e67dc50f5b317cfa6dc'],[{'Citations': 0}]
2020,From Here to There: Video Inbetweening Using Direct 3D Convolutions,['https://www.semanticscholar.org/paper/From-Here-to-There%3A-Video-Inbetweening-Using-Direct-Li-Roblek/063700c45e10362f5642c08849348c41ee5b08a3'],[{'Citations': 7}]
2020,ON SOLVING COOPERATIVE DECENTRALIZED MARL PROBLEMS WITH SPARSE REINFORCEMENTS,['https://www.semanticscholar.org/paper/ON-SOLVING-COOPERATIVE-DECENTRALIZED-MARL-PROBLEMS-Kumar-Varakantham/6417d755d984c7ba527f81a294841de63d1f89d2'],[{'Citations': 0}]
2020,On the Anomalous Generalization of GANs,['https://www.semanticscholar.org/paper/On-the-Anomalous-Generalization-of-GANs-Xuan-Yang/5dfab940ed280f051d86cbeb13d45fcc78e418cd'],[{'Citations': 0}]
2020,Bridging the domain gap in cross-lingual document classification,['https://www.semanticscholar.org/paper/Bridging-the-domain-gap-in-cross-lingual-document-Lai-Oguz/a63df9d75b6828763941dee4e5e0ddbca2b912e5'],[{'Citations': 2}]
2020,NAMSG: An Efficient Method for Training Neural Networks,['https://www.semanticscholar.org/paper/NAMSG%3A-An-Efficient-Method-For-Training-Neural-Chen-Jing/bddfcf647369366144a78402226ebcab7e6596d6'],[{'Citations': 3}]
2020,INTERPRETING CNN  PREDICTION THROUGH  LAYER - WISE SELECTED DISCERNIBLE NEURONS,['https://www.semanticscholar.org/paper/INTERPRETING-CNN-PREDICTION-THROUGH-LAYER-WISE-Iqbal-Muqeet/35b598175d3cc33ee5242ff7b111349d1d60fcd1'],[{'Citations': 0}]
2020,Toward Controllable Text Content Manipulation,['https://www.semanticscholar.org/paper/Toward-Controllable-Text-Content-Manipulation-Lin-Wang/1817c9f0fd8a17e31c65963dd8cee9783059495b'],[{'Citations': 0}]
2020,Learning Low-rank Deep Neural Networks via Singular Vector Orthogonality Regularization and Singular Value Sparsification,['https://www.semanticscholar.org/paper/Learning-Low-rank-Deep-Neural-Networks-via-Singular-Yang-Tang/8237d315a7453ed1d3dcc8d377f67dd23c191623'],[{'Citations': 0}]
2020,FAST LEARNING VIA EPISODIC MEMORY: A PERSPECTIVE FROM ANIMAL DECISION-MAKING,['https://www.semanticscholar.org/paper/FAST-LEARNING-VIA-EPISODIC-MEMORY%3A-A-PERSPECTIVE-Zhang-Liu/155f8211d1429907e7aa2f2697fee2bfa52e817a'],[{'Citations': 0}]
2020,Improving and Stabilizing Deep Energy-Based Learning,['https://www.semanticscholar.org/paper/Improving-and-Stabilizing-Deep-Energy-Based-Tu-Pang/4ff32c9270115fdc572ddee36fbd33b45c540844'],[{'Citations': 0}]
2020,INTERPRETING CNN COMPRESSION USING INFORMATION BOTTLENECK,['https://www.semanticscholar.org/paper/INTERPRETING-CNN-COMPRESSION-USING-INFORMATION-Xiang-Shi/93a26c27997c29a8ac3be27c088faaddb7af15ae'],[{'Citations': 0}]
2020,Conversation Generation with Concept Flow,['https://www.semanticscholar.org/paper/Conversation-Generation-with-Concept-Flow-Zhang-Zhang/6e1c52fea46734f087edb791a310a63a096a7efb'],[{'Citations': 0}]
2020,iSOM-GSN: An Integrative Approach for Transforming Multi-omic Data into Gene Similarity Networks via Self-organizing Maps,['https://www.semanticscholar.org/paper/iSOM-GSN%3A-An-Integrative-Approach-for-Transforming-Fatima-Rueda/6cc6516f372f9a057c56f9061209fff11f4f610e'],[{'Citations': 0}]
2020,Task-Agnostic Robust Encodings for Combating Adversarial Typos,['https://www.semanticscholar.org/paper/Task-Agnostic-Robust-Encodings-for-Combating-Typos-Jones-Jia/54661514c1a20653534b2fedd9e471eb64299d84'],[{'Citations': 0}]
2020,Natural Language Adversarial Attack and Defense in Word Level,['https://www.semanticscholar.org/paper/Natural-Language-Adversarial-Attacks-and-Defenses-Wang-Jin/f1a99cc85ca204c8afda347e89c6a4ed736b63af'],[{'Citations': 6}]
2020,Randomness in Deconvolutional Networks for Visual Representation,['https://www.semanticscholar.org/paper/Randomness-in-Deconvolutional-Networks-for-Visual-He-Wang/be4ea1e89821c25491e1dee5b1ea4b32f3071663'],[{'Citations': 1}]
2020,An Inter-Layer Weight Prediction and Quantization for Deep Neural Networks based on Smoothly Varying Weight Hypothesis,['https://www.semanticscholar.org/paper/An-Inter-Layer-Weight-Prediction-and-Quantization-a-Lee-Jeong/7009b67fe86fd7325ee9f2f192fa270f5c152466'],[{'Citations': 1}]
2020,Generalized Transformation-based Gradient,['https://www.semanticscholar.org/paper/Generalized-Transformation-based-Gradient-Wu/7c16e82a511f82c4018717dd2bec05696c07de4c'],[{'Citations': 0}]
2020,Learning Multi-facet Embeddings of Phrases and Sentences using Sparse Coding for Unsupervised Semantic Applications,['https://www.semanticscholar.org/paper/Learning-Multi-facet-Embeddings-of-Phrases-and-for-Chang-Agrawal/181807bd64455e9085c34501bdcc617daa7a9bc7'],[{'Citations': 0}]
2020,Making DenseNet Interpretable: A Case Study in Clinical Radiology,['https://www.semanticscholar.org/paper/Making-DenseNet-Interpretable%3A-A-Case-Study-in-Ngan-Garcez/b0c21029383abd3f5f50ca405369df2c661906cc'],[{'Citations': 0}]
2020,Learning Classifier Synthesis for Generalized Few-Shot Learning,['https://www.semanticscholar.org/paper/Learning-Classifier-Synthesis-for-Generalized-Ye-Hu/01e50e14dd0670d491927155fb26e105b8c171e4'],[{'Citations': 5}]
2020,Restoration of Video Frames from a Single Blurred Image with Motion Understanding,['https://www.semanticscholar.org/paper/Restoration-of-Video-Frames-from-a-Single-Blurred-Argaw-Kim/990900955cec02f055f3e2beeebcd4972b854ff7'],[{'Citations': 0}]
2020,Open-Set Domain Adaptation with Category-Agnostic Clusters,['https://www.semanticscholar.org/paper/Open-Set-Domain-Adaptation-with-Category-Agnostic-Pan-Yao/be84c5d914ae2e9397d0a9fbb96db8399ebaae12'],[{'Citations': 0}]
2020,Understanding Distributional Ambiguity via Non-robust Chance Constraint,['https://www.semanticscholar.org/paper/Understanding-Distributional-Ambiguity-via-Chance-Qi/d6f2c03eca134bf90c15f78a78aba1daee963708'],[{'Citations': 0}]
2020,Simple but effective techniques to reduce dataset biases,"['https://www.semanticscholar.org/paper/Simple-but-effective-techniques-to-reduce-dataset-Mahabadi-Henderson/980b54847cc9a511df584b2ac6b374d877973c36', 'https://www.semanticscholar.org/paper/Simple-but-effective-techniques-to-reduce-biases-Mahabadi-Henderson/82923dbd7eca1b22de222eb8766cb48f8d25a89e']","[{'Citations': 0}, {'Citations': 11}]"
2020,EfferenceNets for latent space planning,['https://www.semanticscholar.org/paper/EfferenceNets-for-latent-space-planning-Hlynsson-Sch%C3%BCler/d7c19b5bdf354c879988758badbc5f098756591a'],[{'Citations': 0}]
2020,Mining GANs for knowledge transfer to small domains,['https://www.semanticscholar.org/paper/Mining-GANs-for-knowledge-transfer-to-small-domains-Wang-Gonzalez-Garcia/a958bd03db21b56afc33ec863bc9faf5efcac202'],[{'Citations': 0}]
2020,"EMS: End-to-End Model Search for Network Architecture, Pruning and Quantization",['https://www.semanticscholar.org/paper/EMS%3A-End-to-End-Model-Search-for-Network-Pruning-Wang-Wang/045e3d2939814c3007b2993eb6906990c60faa11'],[{'Citations': 0}]
2020,Deflecting Adversarial Attacks,['https://www.semanticscholar.org/paper/Deflecting-Adversarial-Attacks-Qin-Frosst/ac164903c111cfdebad6c8b5e8c37b4cd3e5cb9b'],[{'Citations': 1}]
2020,One Demonstration Imitation Learning,['https://www.semanticscholar.org/paper/One-Demonstration-Imitation-Learning-Stadie-Zhao/8ee53c644eaae547d27916ef86a666f6903553fe'],[{'Citations': 0}]
2020,SDNet: Contextualized Attention-based Deep Network for Conversational Question Answering,['https://www.semanticscholar.org/paper/SDNet%3A-Contextualized-Attention-based-Deep-Network-Zhu-Zeng/7a78503410c10994913100863bbdb83b2d58b79b'],[{'Citations': 42}]
2020,Differentially Private Survival Function Estimation,"['https://www.semanticscholar.org/paper/Differentially-Private-Survival-Function-Estimation-Gondara-Wang/4248a7c3609b26481d446936dfa4c5a6f6828a0d', 'https://www.semanticscholar.org/paper/DIFFERENTIALLY-PRIVATE-SURVIVAL-FUNCTION-ES/4a4e0091c6dbd35cc86d32c4047d86de30fca201']","[{'Citations': 0}, {'Citations': 0}]"
2020,GPU Memory Management for Deep Neural Networks Using Deep Q-Network,['https://www.semanticscholar.org/paper/GPU-Memory-Management-for-Deep-Neural-Networks-Deep-Chen/e23ce748f0838cf653a3934edcfe6b5b5c1bad05'],[{'Citations': 0}]
2020,Meta Decision Trees for Explainable Recommendation Systems,['https://www.semanticscholar.org/paper/Meta-Decision-Trees-for-Explainable-Recommendation-Shulman-Wolf/48c6f7ec5aab16ad3ae05c177538679246a60f9c'],[{'Citations': 0}]
2020,Parameterized Action Reinforcement Learning for Inverted Index Match Plan Generation,['https://www.semanticscholar.org/paper/Parameterized-Action-Reinforcement-Learning-for-Zhao-Zhu/edbef77462032ddc1af3093b6efaa7cc77df7e57'],[{'Citations': 0}]
2020,Fault Tolerant Reinforcement Learning via A Markov Game of Control and Stopping,['https://www.semanticscholar.org/paper/Fault-Tolerant-Reinforcement-Learning-via-A-Markov-Mguni/58066263fc5264649ee9d4ed9a18a208ba909879'],[{'Citations': 0}]
2020,"Read, Highlight and Summarize: A Hierarchical Neural Semantic Encoder-based Approach",['https://www.semanticscholar.org/paper/Read%2C-Highlight-and-Summarize%3A-A-Hierarchical-Ambati-Bandyopadhyay/3228fc72a36b9f50dcf1f76053740955c3653f4b'],[{'Citations': 0}]
2020,Generalization Puzzles in Deep Networks,['https://www.semanticscholar.org/paper/Generalization-Puzzles-in-Deep-Networks-Liao-Miranda/1910ce2a6d4d649a66efe1fff1488262e635f13a'],[{'Citations': 0}]
2020,Recurrent Chunking Mechanisms for Conversational Machine Reading Comprehension,['https://www.semanticscholar.org/paper/Recurrent-Chunking-Mechanisms-for-Conversational-Gong/b3f1ed599993ede6cd2d40eb5ea53545c3d1ed5f'],[{'Citations': 0}]
2020,Rethinking Generalized Matrix Factorization for Recommendation: The Importance of Multi-hot Encoding,['https://www.semanticscholar.org/paper/Rethinking-Generalized-Matrix-Factorization-for-The-Feng-Wei/86e1b731ec2d94288afe59ce6022ac6ad02ba7d9'],[{'Citations': 0}]
2020,Extractor-Attention Network: A New Attention Network with Hybrid Encoders for Chinese Text Classification,['https://www.semanticscholar.org/paper/Extractor-Attention-Network%3A-A-New-Attention-with-Qiu-Shi/5dcdff01371fb8c5cd5b51db6eeadf4739a2cbeb'],[{'Citations': 0}]
2020,The Convex Information Bottleneck Lagrangian,"[""https://www.semanticscholar.org/paper/The-Convex-Information-Bottleneck-Lagrangian-G'alvez-Thobaben/4be9fa5ecfe120a578a11eae640b045785977c85""]",[{'Citations': 3}]
2020,Deep Learning-Based Average Consensus,['https://www.semanticscholar.org/paper/Deep-Learning-Based-Average-Consensus-Kishida-Ogura/28be436726fb0c6cbf08fd27960696b9862c578b'],[{'Citations': 0}]
2020,STYLE EXAMPLE-GUIDED TEXT GENERATION USING GENERATIVE ADVERSARIAL TRANSFORMERS,['https://www.semanticscholar.org/paper/Style-Example-Guided-Text-Generation-using-Zeng-Shoeybi/45bc08b4dd43efbe1e7fb06ff9ce71f733c1a6e0'],[{'Citations': 0}]
2020,GraphFlow: Exploiting Conversation Flow with Graph Neural Networks for Conversational Machine Comprehension,['https://www.semanticscholar.org/paper/GraphFlow%3A-Exploiting-Conversation-Flow-with-Graph-Chen-Wu/f3c7fe4c898fa40563c18966618bcb4c6ba1536f'],[{'Citations': 14}]
2020,Revisiting the Information Plane,['https://www.semanticscholar.org/paper/Revisiting-the-Information-Plane-Schiemer-Ye/d286d7eb5032155e84d2f9d357e39adffdc882d8'],[{'Citations': 1}]
