year,title,citations,cite_background,cite_methods,cite_results,twitter_mentions,highly_influenced_papers
2017,Iterative Refinement for Machine Translation,13,5,6,1,7,1
2017,Machine Solver for Physics Word Problems,2,2,0,0,0,0
2017,b-GAN: Unified Framework of Generative Adversarial Networks,3,1,0,0,0,0
2017,Structured Sequence Modeling with Graph Convolutional Recurrent Networks,90,35,35,0,27,9
2017,Revisiting Denoising Auto-Encoders,1,1,0,0,0,0
2017,Revisiting Distributed Synchronous SGD,392,211,123,17,48,61
2017,Here's My Point: Argumentation Mining with Pointer Networks,25,16,11,4,8,4
2017,DyVEDeep: Dynamic Variable Effort Deep Neural Networks,3,1,1,0,12,0
2017,Improved Architectures for Computer Go,0,0,0,0,0,0
2017,Deep Variational Canonical Correlation Analysis,65,31,34,0,3,13
2017,Charged Point Normalization: An Efficient Solution to the Saddle Point Problem,5,0,0,0,5,0
2017,Multi-label learning with semantic embeddings,0,0,0,0,0,0
2017,Emergent Predication Structure in Vector Representations of Neural Readers,7,4,2,1,8,2
2017,An Actor-critic Algorithm for Learning Rate Learning,1,0,0,0,0,0
2017,Joint Multimodal Learning with Deep Generative Models,67,40,31,5,5,23
2017,Energy-Based Spherical Sparse Coding,1,0,1,0,5,0
2017,Improving Invariance and Equivariance Properties of Convolutional Neural Networks,2,0,1,0,0,0
2017,Efficient Softmax Approximation for GPUs,143,59,83,3,0,23
2017,The Preimage of Rectifier Network Activities,4,3,1,0,0,0
2017,Deep Convolutional Neural Network Design Patterns,32,17,7,0,104,2
2017,OMG: Orthogonal Method of Grouping With Application of K-Shot Learning,0,0,0,0,0,0
2017,Spatio-Temporal Abstractions in Reinforcement Learning Through Neural Encoding,3,2,1,0,0,1
2017,Making Stochastic Neural Networks from Deterministic Ones,0,0,0,0,0,0
2017,Chess Game Concepts Emerge under Weak Supervision: A Case Study of Tic-tac-toe,0,0,0,0,0,0
2017,Generative Adversarial Parallelization,19,8,1,0,27,1
2017,Investigating Recurrence and Eligibility Traces in Deep Q-Networks,12,3,4,0,7,0
2017,Discovering objects and their relations from entangled scene representations,65,41,13,0,0,1
2017,Generalizable Features From Unsupervised Learning,13,8,2,0,10,1
2017,RL^2: Fast Reinforcement Learning via Slow Reinforcement Learning,318,165,109,16,0,37
2017,Opening the vocabulary of  neural language models with character-level word representations,0,0,0,0,0,0
2017,Multi-modal Variational Encoder-Decoders,14,7,8,2,0,2
2017,Transformational Sparse Coding,4,0,0,0,4,0
2017,Convolutional Neural Networks Generalization Utilizing the Data Graph Structure,2,1,1,0,0,0
2017,Learning Approximate Distribution-Sensitive Data Structures,0,0,0,0,0,0
2017,Sampling Generative Networks,98,39,34,0,696,9
2017,Collaborative Deep Embedding via Dual Networks,0,0,0,0,0,0
2017,An Empirical Analysis of Deep Network Loss Surfaces,28,18,4,1,0,3
2017,Parametric Exponential Linear Unit for Deep Convolutional Neural Networks,84,39,21,5,23,13
2017,CAN AI GENERATE LOVE ADVICE?: TOWARD NEURAL ANSWER GENERATION FOR NON-FACTOID QUESTIONS,0,0,0,0,0,0
2017,Multiagent System for Layer Free Network,0,0,0,0,0,0
2017,Boosted Residual Networks,1,0,1,0,0,0
2017,Multi-view Generative Adversarial Networks,22,11,6,0,4,3
2017,Modular Multitask Reinforcement Learning with Policy Sketches,158,88,45,5,0,23
2017,Prototypical Networks for Few-shot Learning,1235,796,587,65,0,349
2017,Towards Information-Seeking Agents,11,9,1,0,34,1
2017,Beyond Bilingual: Multi-sense Word Embeddings using Multilingual Context,18,10,3,0,7,1
2017,A Context-aware Attention Network for Interactive Question Answering,35,8,6,0,12,0
2017,Sequence to Sequence Transduction with Hard Monotonic Attention,14,4,6,0,0,1
2017,SoftTarget Regularization: An Effective Technique to Reduce Over-Fitting in Neural Networks,8,3,4,0,41,0
2017,Parallel Stochastic Gradient Descent with Sound Combiners,8,4,3,0,7,1
2017,Inefficiency of stochastic gradient descent with larger mini-batches (and more learners),0,0,0,0,0,0
2017,The Power of Sparsity in Convolutional Neural Networks,67,29,19,2,0,2
2017,The Variational Walkback Algorithm,3,1,1,0,0,0
2017,Incremental Sequence Learning,4,1,3,1,67,2
2017,Learning to Draw Samples: With Application to Amortized MLE for Generative Adversarial Learning,78,16,28,2,3,8
2017,Gaussian Attention Model and Its Application to Knowledge Base Embedding and Question Answering,5,1,2,0,10,0
2017,Recurrent Inference Machines for Solving Inverse Problems,49,20,19,0,28,1
2017,Learning a Static Analyzer: A Case Study on a Toy Language,2,1,0,0,0,0
2017,The Incredible Shrinking Neural Network: New Perspectives on Learning Representations Through The Lens of Pruning,14,4,8,1,14,0
2017,Neural Machine Translation with Latent Semantic of Image and Text,8,5,5,0,4,3
2017,CONTENT2VEC: SPECIALIZING JOINT REPRESENTATIONS OF PRODUCT IMAGES AND TEXT FOR THE TASK OF PRODUCT RECOMMENDATION,6,0,3,0,0,0
2017,Group Sparse CNNs for Question Sentence Classification with Answer Sets,7,4,1,0,7,0
2017,Multi-label learning with the RNNs for Fashion Search,1,0,1,0,0,0
2017,A Joint Many-Task Model: Growing a Neural Network for Multiple NLP Tasks,288,148,96,6,0,32
2017,An Analysis of Deep Neural Network Models for Practical Applications,493,242,102,11,0,29
2017,Improving Stochastic Gradient Descent with Feedback,23,4,10,0,239,3
2017,Understanding intermediate layers using linear classifier probes,167,84,47,3,133,12
2017,Classify or Select: Neural Architectures for Extractive Document Summarization,45,18,17,2,4,9
2017,Joint Training of Ratings and Reviews with Recurrent Recommender Networks,13,6,3,0,0,1
2017,Divide and Conquer with Neural Networks,1,0,1,0,5,0
2017,Is a picture worth a thousand words? A Deep Multi-Modal Fusion Architecture for Product Classification in e-commerce,21,12,10,2,8,6
2017,Deep Symbolic Representation Learning for Heterogeneous Time-series Classification,13,0,0,0,13,0
2017,Enforcing constraints on outputs with unconstrained inference,3,1,0,0,2,0
2017,Sequence generation with a physiologically plausible model of handwriting and Recurrent Mixture Density Networks,2,1,0,0,0,0
2017,Deep Neural Networks and the Tree of Life,0,0,0,0,0,0
2017,Hierarchical Memory Networks,48,27,17,0,35,2
2017,Near-Data Processing for Machine Learning,9,3,2,0,18,2
2017,Rotation Plane Doubly Orthogonal Recurrent Neural Networks,0,0,0,0,0,0
2017,FastText.zip: Compressing text classification models,266,54,141,4,0,33
2017,Symmetry-Breaking Convergence Analysis of Certain Two-layered Neural Networks with ReLU nonlinearity,28,15,4,1,0,3
2017,Training Long Short-Term Memory With Sparsified Stochastic Gradient Descent,2,1,1,0,0,0
2017,Unsupervised Learning Using Generative Adversarial Training And Clustering,14,5,3,1,0,0
2017,Inverse Problems in Computer Vision using  Adversarial  Imagination Priors,3,0,1,0,0,0
2017,Generative Adversarial Networks as Variational Training of Energy Based Models,17,7,6,0,2,1
2017,An Information Retrieval Approach for Finding Dependent Subspaces of Multiple Views,1,1,0,0,4,0
2017,Differentiable Canonical Correlation Analysis,0,0,0,0,0,0
2017,Generative Adversarial Networks for Image Steganography,10,2,2,0,0,0
2017,A Deep Learning Approach for Joint Video Frame and Reward Prediction in Atari Games,24,10,6,0,25,1
2017,Wav2Letter: an End-to-End ConvNet-based Speech Recognition System,135,51,58,8,0,17
2017,Tree-Structured Variational Autoencoder,2,2,0,0,0,0
2017,Transformation-based Models of Video Sequences,36,25,9,1,7,4
2017,Nonparametrically Learning Activation Functions in Deep Neural Nets,14,5,4,0,0,2
2017,Leveraging Asynchronicity in Gradient Descent for Scalable Deep Learning,0,0,0,0,0,0
2017,Rule Mining in Feature Space,0,0,0,0,0,0
2017,ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation,658,266,301,18,480,150
2017,Efficient Calculation of Polynomial Features on Sparse Matrices,0,0,0,0,0,0
2017,Learning Word-Like Units from Joint Audio-Visual Analylsis,60,32,14,0,16,5
2017,Rethinking Numerical Representations for Deep Neural Networks,6,4,0,0,17,0
2017,Semi-Supervised Learning with Context-Conditional Generative Adversarial Networks,67,25,20,2,18,5
2017,Neural Graph Machines: Learning Neural Networks Using Graphs,38,16,16,2,24,6
2017,Perception Updating Networks: On architectural constraints for interpretable video generative models,0,0,0,0,0,0
2017,DRAGNN: A Transition-Based Framework for Dynamically Connected Neural Networks,26,10,11,0,83,3
2017,A Simple yet Effective Method to Prune Dense Layers of Neural Networks,5,1,2,0,0,0
2017,Beyond Fine Tuning: A Modular Approach to Learning on Small Data,9,5,1,0,3,0
2017,HFH: Homologically Functional Hashing for Compressing Deep Neural Networks,0,0,0,0,0,0
2017,Learning to Understand: Incorporating Local Contexts with Global Attention for Sentiment Classification,1,0,0,0,0,0
2017,Multiplicative LSTM for sequence modelling,89,25,38,2,34,11
2017,Tensorial Mixture Models,15,9,3,1,15,3
2017,Neural Functional Programming,7,2,1,0,0,0
2017,Deep Error-Correcting Output Codes,2,0,1,0,0,0
2017,Marginal Deep Architectures: Deep learning for Small and Middle Scale Applications,0,0,0,0,0,0
2017,Generative Paragraph Vector,0,0,0,0,0,0
2017,Simple Black-Box Adversarial Perturbations for Deep Networks,103,45,33,1,25,6
2017,Short and Deep: Sketching and Neural Networks,3,0,2,0,0,0
2017,Cat2Vec: Learning Distributed Representation of Multi-field Categorical Data,0,0,0,0,0,0
2017,On Robust Concepts and Small Neural Nets,0,0,0,0,0,0
2017,Identity Matters in Deep Learning,206,134,22,8,0,21
2017,SqueezeNet: AlexNet-level accuracy with 50x fewer parameters and <0.5MB model size,2507,838,1014,50,0,426
2017,Non-linear Dimensionality Regularizer for Solving Inverse Problems,10,6,2,0,0,1
2017,"ParMAC: distributed optimisation of nested functions, with application to binary autoencoders",5,1,2,0,6,0
2017,Filling in the details: Perceiving from low fidelity visual input,0,0,0,0,0,0
2017,Pedestrian Detection Based On Fast R-CNN and Batch Normalization ,9,3,2,1,0,1
2017,Ternary Weight Decomposition and Binary Activation Encoding for Fast and Compact Neural Network,3,1,2,0,0,0
2017,What Is the Best Practice for CNNs Applied to Visual Instance Retrieval?,6,3,1,0,3,0
2017,Rectified Factor Networks for Biclustering,3,0,1,0,0,1
2017,Vocabulary Selection Strategies for Neural Machine Translation,27,11,8,1,3,3
2017,Learning Efficient Algorithms with Hierarchical Attentive Memory,45,19,9,0,80,0
2017,PREDICTION OF POTENTIAL HUMAN INTENTION USING SUPERVISED COMPETITIVE LEARNING,0,0,0,0,0,0
2017,Conditional Image Synthesis With Auxiliary Classifier GANs,1196,618,484,17,190,220
2017,Learning to Protect Communications with Adversarial Neural Cryptography,92,43,19,6,0,10
2017,Surprisal-Driven Feedback in Recurrent Networks,10,3,2,0,24,0
2018,Certifying Some Distributional Robustness with Principled Adversarial Training,459,207,87,10,10,45
2018,Parametric Information Bottleneck to Optimize Stochastic Neural Networks,4,2,1,0,2,0
2018,Towards Neural Phrase-based Machine Translation,30,8,13,1,33,4
2018,Weightless: Lossy Weight Encoding For Deep Neural Network Compression,12,5,5,1,4,2
2018,Interactive Grounded Language Acquisition and Generalization in a 2D World,37,25,8,0,13,1
2018,A Boo(n) for Evaluating Architecture Performance,2,2,0,0,13,0
2018,Countering Adversarial Images using Input Transformations,391,228,104,13,43,55
2018,A Neural Representation of Sketch Drawings,274,136,133,6,0,59
2018,The Kanerva Machine: A Generative Distributed Memory,13,7,6,1,229,0
2018,Minimax Curriculum Learning: Machine Teaching with Desirable Difficulties and Scheduled Diversity,9,7,2,0,0,0
2018,Multi-View Data Generation Without View Supervision,13,9,6,0,14,1
2018,Towards Binary-Valued Gates for Robust LSTM Training ,26,13,11,1,7,2
2018,On the importance of single directions for generalization,133,82,24,13,511,15
2018,Variational Continual Learning,181,90,83,10,6,33
2018,Go for a Walk and Arrive at the Answer: Reasoning Over Paths in Knowledge Bases using Reinforcement Learning,125,64,41,5,21,32
2018,Learning to Represent Programs with Graphs,174,104,86,5,102,42
2018,Variational image compression with a scale hyperprior,171,85,96,12,2,52
2018,Simulating Action Dynamics with Neural Process Networks,44,34,9,1,13,8
2018,Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering,79,48,42,8,14,23
2018,QANet: Combining Local Convolution with Global Self-Attention for Reading Comprehension,387,187,184,7,0,80
2018,Measuring the Intrinsic Dimension of Objective Landscapes,78,54,17,5,19,13
2018,Residual Loss Prediction: Reinforcement Learning With No Incremental Feedback,5,2,0,0,0,0
2018,Reinforcement Learning Algorithm Selection,5,3,1,0,0,1
2018,Feature Incay for Representation Regularization,5,3,0,0,6,0
2018,Zero-Shot Visual Imitation,115,74,23,5,7,10
2018,"Emergent Communication in a Multi-Modal, Multi-Step Referential Game",58,27,7,2,28,1
2018,Distributed Fine-tuning of Language Models on Private Data,4,3,0,0,0,0
2018,Preliminary theoretical troubleshooting in Variational Autoencoder,0,0,0,0,0,0
2018,On the Convergence of Adam and Beyond,728,408,408,24,0,172
2018,Spatially Transformed Adversarial Examples,160,106,34,3,15,22
2018,Parametrized Hierarchical Procedures for Neural Programming,16,9,5,0,0,1
2018,Characterizing Adversarial Subspaces Using Local Intrinsic Dimensionality,198,113,56,9,10,28
2018,Generating Adversarial Examples with Adversarial Networks,175,98,43,6,0,21
2018,Decision Boundary Analysis of Adversarial Examples,50,29,7,1,0,6
2018,Learning Sparse Latent Representations with the Deep Copula Information Bottleneck,11,6,6,0,6,0
2018,Demystifying MMD GANs,177,82,80,7,0,50
2018,Fix your classifier: the marginal value of training the last weight layer,35,17,6,2,129,2
2018,Flipout: Efficient Pseudo-Independent Weight Perturbations on Mini-Batches,59,16,35,0,71,5
2018,Tree-to-tree Neural Networks for Program Translation,51,26,23,1,9,5
2018,Towards Synthesizing Complex Programs From Input-Output Examples,23,14,4,0,22,0
2018,A DIRT-T Approach to Unsupervised Domain Adaptation,181,97,75,8,8,31
2018,SGD Learns Over-parameterized Networks that Provably Generalize on Linearly Separable Data,146,102,6,7,3,17
2018,NerveNet: Learning Structured Policy with Graph Neural Networks,65,40,26,0,0,6
2018,Matrix capsules with EM routing,340,170,131,17,0,74
2018,Towards better understanding of gradient-based attribution methods for Deep Neural Networks,190,80,79,6,0,23
2018,Linearly Constrained Weights: Resolving the Vanishing Gradient Problem by Reducing Angle Bias,0,0,0,0,0,0
2018,Understanding Short-Horizon Bias in Stochastic Meta-Optimization,36,22,8,3,38,5
2018,Memorization Precedes Generation: Learning Unsupervised GANs with Memory Networks,15,10,1,2,6,1
2018,Universal Agent for Disentangling Environments and Tasks,6,5,2,0,0,0
2018,Breaking the Softmax Bottleneck: A High-Rank RNN Language Model,188,100,88,7,289,43
2018,Meta-Learning for Semi-Supervised Few-Shot Classification,205,91,92,10,203,36
2018,Coulomb GANs: Provably Optimal Nash Equilibria via Potential Fields,46,21,12,2,113,7
2018,Memory Architectures in Recurrent Neural Network Language Models,33,20,9,1,0,1
2018,Mitigating Adversarial Effects Through Randomization,294,175,76,10,3,35
2018,Learning Awareness Models,16,8,9,1,28,2
2018,Generating Wikipedia by Summarizing Long Sequences,200,109,81,7,0,30
2018,MaskGAN: Better Text Generation via Filling in the _______,182,95,77,2,135,14
2018,Detecting Statistical Interactions from Neural Network Weights,48,26,18,0,24,8
2018,Model-Ensemble Trust-Region Policy Optimization,133,67,66,5,17,19
2018,Compositional Obverter Communication Learning from Raw Visual Input,31,20,6,0,15,3
2018,Quantitatively Evaluating GANs With Divergences Proposed for Training,42,17,17,2,11,4
2018,Apprentice: Using Knowledge Distillation Techniques To Improve Low-Precision Network Accuracy,114,45,42,9,12,17
2018,Semi-parametric topological memory for navigation,87,54,24,4,0,16
2018,Automatically Inferring Data Quality for Spatiotemporal Forecasting,0,0,0,0,0,0
2018,"Stochastic gradient descent performs variational inference, converges to limit cycles for deep networks",109,62,22,6,0,14
2018,Hierarchical and Interpretable Skill Acquisition in Multi-task Reinforcement Learning,32,14,7,0,0,2
2018,Not-So-Random Features,4,3,3,0,6,2
